5000
769.159812	2262.567341
209.132094	792.323642
462.306534	1324.952494
58.663312	228.690555
773.611501	2292.721457
850.823358	2536.541065
530.582130	1800.124050
263.029160	880.172175
1075.146348	3111.252539
603.204341	1628.641918
887.613094	2835.258342
946.639939	3014.683367
964.654751	3046.665742
720.250696	2245.548024
162.036008	375.453435
376.027416	1075.226920
138.708161	672.854304
303.690664	1072.054793
608.040673	1910.596071
649.674864	1631.728596
8.852573	73.177462
246.023037	675.983353
1079.176244	3096.837420
453.208072	1377.998012
383.496317	1003.093454
96.302262	155.936916
23.982761	79.337241
185.958029	738.579444
916.718791	3065.840699
702.359588	2030.251601
94.973119	325.000250
432.247342	1495.308626
570.369587	1709.855185
1041.913411	2957.586819
732.347161	2220.874882
939.792860	2963.512865
127.522913	760.867078
325.006691	871.835175
417.690958	1343.811221
382.908734	1289.561573
514.896268	1356.478129
826.412454	2581.452132
496.421064	1471.517096
11.991873	233.811683
585.095878	1918.070196
348.585416	1248.708740
-3.015472	69.661152
488.847000	1654.148212
1038.369938	2929.125650
945.878655	3136.212838
862.324328	2446.291652
983.629055	2770.942642
77.573895	316.734886
101.245004	323.061423
139.545274	345.723542
284.335948	940.526641
131.002779	474.647332
660.637145	1834.677309
235.309836	523.356854
391.926990	1317.341509
54.507487	138.501540
121.944184	347.805676
554.061520	1886.791025
1027.486465	3223.922036
1133.951280	3102.794639
273.052303	809.321891
913.881063	2771.359433
574.102480	1975.812689
161.650568	322.385239
883.696114	2658.113798
727.273960	2375.543838
812.845504	2367.206257
408.220987	1574.435021
292.018498	665.981121
897.733184	3015.247016
934.075417	2620.390632
38.727572	589.004652
721.437426	2001.098778
639.573929	2081.992886
712.358427	2392.582416
534.133259	1765.088338
535.313352	1544.456781
440.298480	1440.242252
762.562600	2353.201582
349.283200	929.918749
796.171461	2412.102144
44.950995	140.679112
964.653291	3052.803339
227.424995	600.511725
288.486904	1018.860657
103.568354	241.992234
236.203514	847.108392
881.863571	2589.262676
543.557507	1743.866148
865.098494	2659.770229
822.221994	2681.174104
